sim_time,left_pwm,right_pwm,model_pos_x,model_pos_y,theta
39.441,0.1,2.500000000000001,0.297,0.715,-178.606
39.559,0.1,2.500000000000001,0.283,0.719,-175.642
39.641,0.1,2.500000000000001,0.274,0.721,-173.768
39.743,0.1,2.500000000000001,0.264,0.724,-171.681
39.84,0.1,2.500000000000001,0.254,0.725,-169.897
39.943,0.1,2.500000000000001,0.244,0.726,-168.29
40.047,0.1,2.500000000000001,0.234,0.726,-166.927
40.14,0.1,2.500000000000001,0.226,0.726,-165.939
40.24,0.1,2.500000000000001,0.218,0.725,-165.146
40.342,0.1,2.500000000000001,0.21,0.724,-164.599
40.458,0.1,2.500000000000001,0.201,0.723,-164.048
40.547,0.1,2.500000000000001,0.195,0.722,-163.65
40.649,0.1,2.500000000000001,0.189,0.721,-163.205
40.741,0.1,2.500000000000001,0.184,0.72,-162.832
40.844,0.1,2.500000000000001,0.178,0.719,-162.432
40.944,0.1,2.500000000000001,0.173,0.718,-162.076
41.042,0.1,2.500000000000001,0.169,0.717,-161.759
41.142,0.1,2.500000000000001,0.165,0.716,-161.463
41.247,0.1,2.500000000000001,0.162,0.716,-161.186
41.348,0.1,2.500000000000001,0.159,0.715,-160.961
41.449,0.1,2.500000000000001,0.156,0.715,-160.77
41.549,0.1,2.500000000000001,0.154,0.714,-160.62
41.653,0.1,2.500000000000001,0.153,0.714,-160.507
41.747,0.1,2.500000000000001,0.152,0.714,-160.44
41.84,0.1,2.500000000000001,0.152,0.714,-160.409
41.879,0.1,2.600000000000001,0.152,0.714,-160.378
41.945,0.1,2.600000000000001,0.148,0.712,-159.556
42.045,0.1,2.600000000000001,0.135,0.711,-156.906
42.14,0.1,2.600000000000001,0.123,0.71,-154.411
42.245,0.1,2.600000000000001,0.109,0.708,-151.96
42.349,0.1,2.600000000000001,0.096,0.705,-149.988
42.44,0.1,2.600000000000001,0.086,0.701,-148.567
42.545,0.1,2.600000000000001,0.074,0.697,-146.902
42.644,0.1,2.600000000000001,0.064,0.694,-145.375
42.74,0.1,2.600000000000001,0.055,0.691,-143.887
42.848,0.1,2.600000000000001,0.045,0.687,-142.223
42.941,0.1,2.600000000000001,0.037,0.684,-140.815
43.041,0.1,2.600000000000001,0.029,0.68,-139.336
43.143,0.1,2.600000000000001,0.022,0.677,-137.876
43.241,0.1,2.600000000000001,0.016,0.675,-136.532
43.346,0.1,2.600000000000001,0.009,0.672,-135.148
43.447,0.1,2.600000000000001,0.004,0.669,-133.919
43.542,0.1,2.600000000000001,0.0,0.667,-132.869
43.645,0.1,2.600000000000001,-0.004,0.665,-131.833
43.748,0.1,2.600000000000001,-0.008,0.663,-130.965
43.849,0.1,2.600000000000001,-0.01,0.662,-130.267
43.943,0.1,2.600000000000001,-0.012,0.661,-129.755
44.043,0.1,2.600000000000001,-0.014,0.66,-129.383
44.143,0.1,2.600000000000001,-0.015,0.659,-129.146
44.243,0.1,2.600000000000001,-0.015,0.659,-129.046
44.345,0.1,2.600000000000001,-0.015,0.659,-129.04
44.372,0.1,2.700000000000001,-0.015,0.659,-129.027
44.445,0.1,2.700000000000001,-0.02,0.656,-128.013
44.541,0.1,2.700000000000001,-0.031,0.65,-125.086
44.66,0.1,2.700000000000001,-0.044,0.642,-121.419
44.74,0.1,2.700000000000001,-0.052,0.637,-118.962
44.845,0.1,2.700000000000001,-0.062,0.629,-115.864
44.941,0.1,2.700000000000001,-0.07,0.623,-113.116
45.041,0.1,2.700000000000001,-0.078,0.616,-110.363
45.146,0.1,2.700000000000001,-0.085,0.609,-107.605
45.246,0.1,2.700000000000001,-0.091,0.603,-105.119
45.34,0.1,2.700000000000001,-0.097,0.597,-102.94
45.44,0.1,2.700000000000001,-0.102,0.591,-100.721
45.545,0.1,2.700000000000001,-0.106,0.586,-98.616
45.644,0.1,2.700000000000001,-0.11,0.581,-96.767
45.742,0.1,2.700000000000001,-0.114,0.576,-95.15
45.855,0.1,2.700000000000001,-0.117,0.571,-93.479
45.941,0.1,2.700000000000001,-0.119,0.568,-92.389
46.043,0.1,2.700000000000001,-0.121,0.565,-91.291
46.141,0.1,2.700000000000001,-0.123,0.562,-90.448
46.251,0.1,2.700000000000001,-0.124,0.559,-89.728
46.342,0.1,2.700000000000001,-0.124,0.557,-89.338
46.443,0.1,2.700000000000001,-0.125,0.556,-89.109
46.56,0.1,2.700000000000001,-0.125,0.555,-89.075
46.641,0.1,2.700000000000001,-0.125,0.554,-89.074
46.744,0.1,2.700000000000001,-0.125,0.554,-89.074
46.771,0.1,2.800000000000001,-0.125,0.554,-89.068
46.84,0.1,2.800000000000001,-0.126,0.551,-88.486
46.965,0.1,2.800000000000001,-0.13,0.538,-85.598
47.043,0.1,2.800000000000001,-0.133,0.527,-83.269
47.142,0.1,2.800000000000001,-0.136,0.516,-80.769
47.242,0.1,2.800000000000001,-0.138,0.505,-78.279
47.34,0.1,2.800000000000001,-0.139,0.494,-76.085
47.456,0.1,2.800000000000001,-0.14,0.482,-73.926
47.544,0.1,2.800000000000001,-0.139,0.473,-72.608
47.641,0.1,2.800000000000001,-0.138,0.463,-71.518
47.751,0.1,2.800000000000001,-0.136,0.452,-70.676
47.845,0.1,2.800000000000001,-0.134,0.444,-69.966
47.941,0.1,2.800000000000001,-0.132,0.436,-69.267
48.046,0.1,2.800000000000001,-0.131,0.427,-68.499
48.147,0.1,2.800000000000001,-0.129,0.419,-67.802
48.243,0.1,2.800000000000001,-0.127,0.413,-67.157
48.34,0.1,2.800000000000001,-0.126,0.406,-66.538
48.448,0.1,2.800000000000001,-0.124,0.4,-65.872
48.546,0.1,2.800000000000001,-0.123,0.394,-65.323
48.643,0.1,2.800000000000001,-0.121,0.39,-64.802
48.74,0.1,2.800000000000001,-0.12,0.385,-64.332
48.843,0.1,2.800000000000001,-0.119,0.381,-63.876
48.944,0.1,2.800000000000001,-0.118,0.378,-63.474
49.043,0.1,2.800000000000001,-0.117,0.375,-63.142
49.147,0.1,2.800000000000001,-0.117,0.372,-62.847
49.241,0.1,2.800000000000001,-0.116,0.37,-62.634
49.358,0.1,2.800000000000001,-0.116,0.369,-62.439
49.441,0.1,2.800000000000001,-0.115,0.368,-62.353
49.546,0.1,2.800000000000001,-0.115,0.367,-62.304
49.657,0.1,2.800000000000001,-0.115,0.367,-62.297
49.681,0.1,2.9000000000000012,-0.115,0.367,-62.285
49.74,0.1,2.9000000000000012,-0.114,0.365,-61.829
49.846,0.1,2.9000000000000012,-0.109,0.353,-59.212
49.94,0.1,2.9000000000000012,-0.107,0.34,-56.346
50.049,0.1,2.9000000000000012,-0.102,0.325,-53.624
50.143,0.1,2.9000000000000012,-0.098,0.314,-51.571
50.24,0.1,2.9000000000000012,-0.093,0.302,-49.559
50.345,0.1,2.9000000000000012,-0.088,0.291,-47.562
50.44,0.1,2.9000000000000012,-0.084,0.282,-45.755
50.553,0.1,2.9000000000000012,-0.079,0.272,-43.575
50.645,0.1,2.9000000000000012,-0.075,0.264,-41.758
50.74,0.1,2.9000000000000012,-0.071,0.257,-39.871
50.854,0.1,2.9000000000000012,-0.067,0.248,-37.617
50.941,0.1,2.9000000000000012,-0.064,0.243,-35.915
51.04,0.1,2.9000000000000012,-0.061,0.236,-33.999
51.141,0.1,2.9000000000000012,-0.058,0.23,-32.134
51.26,0.1,2.9000000000000012,-0.055,0.224,-30.046
51.353,0.1,2.9000000000000012,-0.053,0.22,-28.492
51.443,0.1,2.9000000000000012,-0.051,0.216,-27.065
51.541,0.1,2.9000000000000012,-0.049,0.212,-25.62
51.64,0.1,2.9000000000000012,-0.047,0.209,-24.28
51.753,0.1,2.9000000000000012,-0.045,0.206,-22.9
